@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE FFT_intensity NUMERIC
@ATTRIBUTE class {talking, chewing}

@DATA
20709, -10995, 31704, 4022, 6.22002513713, 57778.8241071, talking
21174, -11970, 33144, 4052, 6.27904468714, 59239.7801406, talking
26758, -14467, 41225, 4343, 6.31747064392, 65045.5873828, talking
26758, -14467, 41225, 4982, 6.4226843743, 75564.8202537, talking
22949, -13315, 36264, 4748, 6.54788536143, 70092.3618716, talking
21333, -11891, 33224, 4114, 6.29806423715, 60396.6638037, talking
21333, -11891, 33224, 3912, 6.30606423715, 58820.8271214, talking
15620, -10978, 26598, 3739, 6.40911099171, 56257.9730967, talking
15620, -10978, 26598, 3855, 6.34212404968, 56685.5225839, talking
19589, -11666, 31255, 4100, 6.20105283161, 59393.310847, talking
19589, -11666, 31255, 3965, 6.07382633424, 60128.6140474, talking
25398, -11427, 36825, 4033, 6.32578428466, 64813.8759178, talking
25398, -10387, 35785, 4129, 6.37950974394, 64690.6974171, talking
18164, -10387, 28551, 4180, 6.30978428466, 60335.6727813, talking
18164, -12099, 30263, 3935, 6.33378428466, 61171.1645351, talking
16772, -14067, 30839, 3661, 6.27904468714, 57932.8249453, talking
15908, -14067, 29975, 3779, 6.29076473465, 54065.2827311, talking
20837, -11587, 32424, 3848, 6.19681198458, 57870.218848, talking
20837, -65535, 86372, 4691, 6.25504468714, 86970.0237758, talking
17236, -65535, 82771, 4919, 6.50548052501, 90287.2820674, talking
17844, -25446, 43290, 4002, 6.31996865327, 66250.4539055, talking
19572, -25446, 45018, 4321, 6.41714359969, 68448.126518, talking
25654, -7602, 33256, 4478, 6.54788536143, 71277.9373357, talking
25654, -7602, 33256, 4462, 6.58493678212, 72771.8861091, talking
21909, -7570, 29479, 4418, 6.48948052501, 66222.5573112, talking
23429, -11730, 35159, 4033, 6.26894910327, 64039.7394038, talking
23429, -12867, 36296, 4024, 6.09758503992, 59815.8876602, talking
17525, -12867, 30392, 4021, 6.23091000325, 56336.307675, talking
17525, -9554, 27079, 4235, 6.54068948418, 62645.0240145, talking
17685, -10850, 28535, 4702, 6.62844559829, 65345.6109847, talking
29063, -10850, 39913, 4442, 6.68907327328, 65550.3964829, talking
29063, -10418, 39481, 4363, 6.4140914417, 68538.5132961, talking
22805, -10418, 33223, 4253, 6.00913867751, 67085.1332282, talking
24806, -15140, 39946, 4052, 6.01276653843, 71211.207287, talking
24806, -15140, 39946, 3769, 5.9741191275, 64646.1303575, talking
18436, -11763, 30199, 3443, 5.97841432058, 55173.6997278, talking
36760, -11763, 48523, 3559, 6.09284588425, 63926.0016194, talking
36760, -15683, 52443, 3887, 5.93273879238, 67879.4302446, talking
26135, -15683, 41818, 4345, 6.06884588425, 63939.0077519, talking
26135, -9282, 35417, 4279, 6.24407238162, 65430.7080919, talking
21765, -9282, 31047, 4305, 6.4226843743, 65942.4282963, talking
32071, -15300, 47371, 4696, 6.42212404968, 73209.8586949, talking
32071, -15300, 47371, 4824, 5.9661191275, 75796.9301592, talking
21061, -9411, 30472, 4370, 6.05133596346, 65978.6521082, talking
18676, -12915, 31591, 4066, 6.19183153459, 62820.5683353, talking
19173, -12915, 32088, 4073, 6.15358503992, 64998.1099164, talking
19861, -11442, 31303, 4223, 6.21583153459, 63979.4971367, talking
28983, -8626, 37609, 4252, 6.18383153459, 62995.8914195, talking
28983, -22757, 51740, 4257, 5.96241432058, 70135.6343629, talking
19060, -22757, 41817, 4132, 5.95259448012, 68782.2347947, talking
19108, -10387, 29495, 3800, 6.20783153459, 56873.2671762, talking
24854, -11747, 36601, 3759, 6.11358503992, 60650.278945, talking
24854, -13555, 38409, 3830, 6.07684588425, 60787.6416121, talking
20613, -13555, 34168, 4157, 6.11856548991, 61789.6521285, talking
20613, -12931, 33544, 4424, 6.10582633424, 65177.2369306, talking
18325, -12931, 31256, 5020, 6.05578608844, 67470.7715481, talking
19141, -10498, 29639, 4586, 6.26304468714, 64485.8072709, talking
19141, -9826, 28967, 3814, 6.19305283161, 55342.134161, talking
17541, -8482, 26023, 4238, 6.0821974527, 60037.3604352, talking
17541, -11971, 29512, 4272, 6.17779243457, 63514.0866889, talking
18164, -11971, 30135, 3883, 5.91477001823, 60757.8830476, talking
18164, -7170, 25334, 3707, 5.91371924237, 54906.2173065, talking
23494, -8242, 31736, 3904, 6.06733596346, 57133.7952732, talking
23494, -10499, 33993, 3792, 6.08333596346, 57972.7591123, talking
38825, -10499, 49324, 3898, 5.7589460806, 64729.3337614, talking
38825, -11827, 50652, 4217, 5.71459136638, 72839.4704726, talking
27734, -11827, 39561, 3919, 5.97961403013, 65455.5222909, talking
16388, -13171, 29559, 3870, 5.83574774429, 59293.2352658, talking
17924, -13171, 31095, 3950, 6.04778608844, 59661.5448231, talking
17924, -9602, 27526, 3806, 6.04778608844, 58062.1010374, talking
26198, -9602, 35800, 3621, 5.82450722715, 59680.6311465, talking
26198, -15251, 41449, 3681, 5.94459448012, 64838.1497243, talking
23493, -15251, 38744, 3679, 6.07978608844, 59253.6449446, talking
23493, -16612, 40105, 3962, 5.6486203981, 64075.8041501, talking
21493, -18421, 39914, 4593, 5.57900570488, 69954.5659085, talking
21493, -18421, 39914, 4527, 5.89077001823, 68236.9835171, talking
19845, -16500, 36345, 4368, 5.84872819428, 65549.8993786, talking
19845, -12051, 31896, 3868, 5.94761403013, 62213.7858324, talking
15540, -16820, 32360, 3681, 6.28407238162, 59102.8022002, talking
16948, -16820, 33768, 3971, 6.07533596346, 61268.8411144, talking
19156, -14372, 33528, 3885, 5.85174774429, 60711.0872329, talking
19156, -16084, 35240, 4076, 5.84374774429, 60625.2860292, talking
18372, -16084, 34456, 4194, 6.09133596346, 64768.2142708, talking
19860, -11059, 30919, 3884, 6.18199439184, 62839.6509582, talking
19860, -11059, 30919, 3895, 5.99533596346, 63810.9832603, talking
18468, -9170, 27638, 4205, 5.83975046822, 62347.5966626, talking
18468, -10162, 28630, 4174, 5.77796563061, 59682.1262768, talking
15636, -10162, 25798, 3451, 5.69059136638, 54566.9585629, talking
20325, -7553, 27878, 3501, 5.79748767714, 55180.6364068, talking
20325, -8386, 28711, 4081, 5.73859136638, 59395.6638305, talking
18372, -11874, 30246, 4029, 5.83665333372, 60643.1788917, talking
18372, -16709, 35081, 3806, 6.00113867751, 58525.7293499, talking
16244, -16709, 32953, 3933, 5.96059448012, 60558.0361558, talking
14932, -15891, 30823, 4329, 5.93161403013, 61110.7223686, talking
14932, -15891, 30823, 3911, 5.81567288373, 59098.7250415, talking
13299, -16452, 29751, 3620, 5.81672819428, 56728.0497694, talking
25270, -16452, 41722, 4203, 6.07178608844, 63212.3029035, talking
25270, -16692, 41962, 4475, 5.89168014235, 65497.6014617, talking
23382, -16692, 40074, 4081, 6.01041432058, 61325.2712494, talking
20533, -10499, 31032, 3955, 5.79967288373, 58688.0844752, talking
20533, -12115, 32648, 4159, 5.55671716998, 62190.9532024, talking
16132, -12115, 28247, 3994, 5.75825164345, 57960.490448, talking
13155, -16644, 29799, 3722, 5.97774698842, 56210.3614197, talking
24774, -16644, 41418, 3760, 5.83175046822, 59666.7610282, talking
24774, -11267, 36041, 3925, 5.89771924237, 61280.7236226, talking
16436, -9970, 26406, 3906, 6.0221191275, 58303.9850001, talking
16436, -10307, 26743, 3717, 5.92361403013, 55788.9091388, talking
20853, -10307, 31160, 3626, 6.03835551347, 55017.3650983, talking
20853, -8482, 29335, 3581, 5.93841432058, 54867.4963247, talking
19092, -10818, 29910, 4055, 5.92473879238, 63451.6302394, talking
19092, -12291, 31383, 3911, 5.81265333372, 62591.2524036, talking
23318, -12291, 35609, 3760, 5.86375046822, 62580.8087943, talking
23318, -14532, 37850, 3789, 5.73959468369, 64147.4214073, talking
22645, -14532, 37177, 3836, 5.68757181637, 62159.1781525, talking
22645, -11523, 34168, 4011, 5.6600643549, 63649.6585781, talking
17780, -14595, 32375, 4032, 5.76996563061, 60496.3656943, talking
17780, -14595, 32375, 4028, 5.64363994811, 63062.2727019, talking
17637, -15460, 33097, 3789, 5.62504480489, 62416.9945507, talking
26438, -15460, 41898, 3822, 5.87975046822, 61657.8021181, talking
26438, -20356, 46794, 4063, 5.94761403013, 62318.0145087, talking
19636, -20356, 39992, 4118, 5.78527119345, 59189.2369706, talking
19636, -17844, 37480, 3229, 5.66763994811, 52798.8265001, talking
14132, -10610, 24742, 2790, 5.55369761997, 46884.3942627, talking
14387, -10243, 24630, 3211, 5.53271716998, 49665.0925053, talking
22197, -10210, 32407, 3481, 5.67655226636, 53398.6163042, talking
24598, -10210, 34808, 3971, 5.77348767714, 61871.7332291, talking
24598, -12932, 37530, 4070, 5.73859136638, 67172.5142549, talking
23285, -16772, 40057, 3978, 5.70412965904, 65100.1143921, talking
23285, -65535, 88820, 4540, 5.73796563061, 84932.1377288, talking
14883, -65535, 80418, 4363, 5.58960084809, 83532.20879, talking
15252, -11347, 26599, 3335, 5.51694703563, 52308.2625717, talking
16404, -12963, 29367, 3082, 5.57402525488, 51864.7865846, talking
16404, -12963, 29367, 3159, 5.75748767714, 51444.8201575, talking
14323, -19268, 33591, 3570, 5.86178956824, 54184.3686943, talking
19636, -19268, 38904, 3981, 5.86978956824, 58936.3445485, talking
22437, -15492, 37929, 4277, 5.72392653059, 65959.7303578, talking
22437, -10707, 33144, 4244, 5.54894703563, 62744.9592024, talking
19749, -15363, 35112, 4012, 5.6200643549, 60334.0698967, talking
19749, -15363, 35112, 3899, 5.84872819428, 57860.1069632, talking
14708, -11187, 25895, 3591, 5.77727119345, 54207.1745762, talking
19892, -11187, 31079, 3855, 5.74527119345, 58831.6746995, talking
19892, -17780, 37672, 3838, 5.77348767714, 60144.790681, talking
24038, -17780, 41818, 3755, 5.69114920904, 55192.7040373, talking
24038, -11282, 35320, 3894, 5.75327119345, 58348.9751299, talking
22821, -11506, 34327, 3910, 5.97713867751, 60213.2539419, talking
21493, -11506, 32999, 4072, 6.12823655271, 62500.943067, talking
21493, -16244, 37737, 3929, 5.81265333372, 63254.1333254, talking
20468, -16244, 36712, 3671, 5.67514920904, 59464.8379282, talking
17172, -10978, 28150, 3713, 5.87574774429, 56307.2832227, talking
17172, -16340, 33512, 3488, 5.85974774429, 55246.078021, talking
18292, -16340, 34632, 3638, 5.95259448012, 58003.2820448, talking
18292, -12851, 31143, 3477, 5.8337113682, 56192.4257773, talking
20917, -10947, 31864, 3242, 5.62763994811, 51636.7761583, talking
20917, -10962, 31879, 3418, 5.52511348483, 55395.6478264, talking
28118, -10962, 39080, 3896, 5.80927119345, 60597.3449956, talking
28679, -14323, 43002, 4412, 6.00913867751, 69758.1232068, talking
28679, -14323, 43002, 4056, 5.90957493011, 64550.8110286, talking
16500, -16388, 32888, 3962, 6.03835551347, 60674.0210179, talking
19780, -19189, 38969, 4833, 5.97713867751, 73064.1445538, talking
19780, -19189, 38969, 4588, 5.86367288373, 70535.2863282, talking
15059, -14915, 29974, 4001, 5.8867672943, 62020.2887004, talking
15059, -10419, 25478, 3470, 5.73796563061, 54466.3741789, talking
15764, -10770, 26534, 3563, 5.75825164345, 54927.6273011, talking
15764, -13524, 29288, 3969, 5.77348767714, 58702.9926957, talking
18852, -13524, 32376, 3984, 5.6326203981, 60097.6301038, talking
18852, -10115, 28967, 3890, 5.70714920904, 56115.7254952, talking
16020, -9394, 25414, 3610, 5.97161403013, 54680.739025, talking
28823, -11218, 40041, 3831, 6.00241432058, 62541.1395724, talking
28823, -11218, 40041, 4059, 5.95673879238, 66661.7518599, talking
19956, -16148, 36104, 4013, 5.80927119345, 65426.1267473, talking
19956, -16148, 36104, 4062, 5.78225164345, 61670.4611395, talking
22838, -14355, 37193, 4020, 5.78148767714, 59222.9340145, talking
22838, -33336, 56174, 4435, 5.65963994811, 71622.3626164, talking
16740, -33336, 50076, 4533, 5.73059136638, 73334.5119721, talking
21957, -24742, 46699, 4224, 5.60140363323, 68005.3594083, talking
21957, -15635, 37592, 4210, 5.8483287324, 67018.2759905, talking
18453, -9714, 28167, 4107, 5.92859448012, 58834.1585191, talking
17076, -9714, 26790, 3553, 5.58071716998, 55329.8705565, talking
12451, -8370, 20821, 3340, 5.46921720693, 49139.4332584, talking
15748, -9442, 25190, 3306, 5.52667806997, 51115.2218235, talking
15748, -21301, 37049, 3399, 5.6246203981, 57102.8042493, talking
15732, -21301, 37033, 3687, 5.82450722715, 58875.8376689, talking
19173, -11362, 30535, 4100, 6.19358503992, 59411.8444199, talking
19173, -9523, 28696, 4528, 6.43012404968, 62663.6946206, talking
18548, -9523, 28071, 3895, 6.22199439184, 60818.8105886, talking
16709, -15587, 32296, 3770, 6.05578608844, 57936.7530024, talking
20277, -15587, 35864, 3904, 6.05435551347, 56753.2409499, talking
27751, -11842, 39593, 3995, 6.07684588425, 60221.1083293, talking
27751, -11235, 38986, 3890, 5.76927119345, 58113.8746244, talking
15316, -11235, 26551, 3743, 5.80050722715, 53265.4184101, talking
17364, -8514, 25878, 3828, 5.83778956824, 54430.5433239, talking
17364, -8514, 25878, 3622, 5.51694703563, 56172.7031927, talking
16884, -11411, 28295, 4034, 5.67212965904, 60898.4439186, talking
21205, -30711, 51916, 4077, 5.52667806997, 66933.0260128, talking
22422, -30711, 53133, 3930, 5.48521720693, 67019.878769, talking
22422, -10563, 32985, 3730, 5.47721720693, 59718.7110923, talking
15748, -10162, 25910, 3712, 5.43121977641, 55036.9396634, talking
20196, -8595, 28791, 3642, 5.47409393482, 57667.6964163, talking
20196, -7441, 27637, 3313, 5.48209393482, 56671.9155068, talking
20453, -14388, 34841, 3650, 5.65612965904, 57050.1646352, talking
20453, -14388, 34841, 3722, 5.79250722715, 56799.891945, talking
14243, -8962, 23205, 3508, 5.72259136638, 53092.2358042, talking
16580, -11666, 28246, 3679, 5.71459136638, 56236.017047, talking
16580, -12851, 29431, 3620, 5.79167288373, 55135.3217171, talking
28262, -12851, 41113, 4012, 5.81174774429, 64378.4623151, talking
28262, -9458, 37720, 4258, 5.73796563061, 67927.5557332, talking
24453, -9842, 34295, 3805, 5.59340363323, 60512.8709344, talking
15444, -9842, 25286, 3305, 5.49809393482, 51887.0726019, talking
14835, -18596, 33431, 3450, 5.6120643549, 52535.0610772, talking
17988, -18596, 36584, 3879, 5.68314920904, 59783.481334, talking
17988, -11219, 29207, 3889, 5.77846812713, 57881.991187, talking
17332, -11970, 29302, 3684, 5.72927119345, 57593.3675335, talking
17988, -11970, 29958, 3681, 5.51694703563, 58380.9118143, talking
22213, -11506, 33719, 3752, 5.64314920904, 61359.1342768, talking
22213, -14259, 36472, 3632, 5.87477001823, 58980.9862713, talking
13811, -14259, 28070, 3334, 5.69859136638, 55135.5346412, talking
14803, -10883, 25686, 3397, 5.46623932642, 53044.8090133, talking
18148, -8786, 26934, 3450, 5.4212391535, 52632.7357662, talking
18148, -10226, 28374, 3877, 5.48219765692, 58704.3131651, talking
13987, -10226, 24213, 3998, 5.51694703563, 56519.3535451, talking
15204, -11459, 26663, 3426, 5.48521720693, 52205.4193823, talking
15204, -11826, 27030, 3442, 5.61242318324, 55958.4217818, talking
16259, -11826, 28085, 3747, 5.75025164345, 60490.057326, talking
19316, -11635, 30951, 3482, 5.76127119345, 56429.5397285, talking
19316, -9922, 29238, 3601, 5.76625164345, 55525.4385381, talking
18293, -10163, 28456, 3707, 5.60442318324, 56820.1832216, talking
18293, -10163, 28456, 3690, 5.50911348483, 59114.8436408, talking
18132, -9586, 27718, 3811, 5.54894703563, 62254.0373127, talking
20613, -15540, 36153, 4195, 5.46317810691, 67271.7163864, talking
20613, -16276, 36889, 4443, 5.55369761997, 75790.6300052, talking
19493, -16276, 35769, 3895, 5.66412965904, 64100.3793776, talking
24790, -14212, 39002, 3964, 5.75025164345, 62653.3297578, talking
24790, -14212, 39002, 4071, 5.84473091821, 61797.7934695, talking
22278, -11490, 33768, 4099, 6.13925610272, 62369.8098277, talking
22278, -11490, 33768, 4090, 6.19799439184, 61316.8500488, talking
17284, -11539, 28823, 3830, 5.91778956824, 57799.7497055, talking
24902, -11539, 36441, 3792, 5.79250722715, 58942.188112, talking
24902, -7297, 32199, 3457, 5.86873879238, 60177.1661836, talking
17652, -10355, 28007, 3486, 5.8627672943, 55190.4278375, talking
11667, -12227, 23894, 3550, 5.98876653843, 53256.5062859, talking
12499, -12274, 24773, 3364, 5.93961403013, 54130.4748194, talking
16916, -12274, 29190, 3708, 5.89771924237, 57711.4146068, talking
16916, -7282, 24198, 3879, 5.96739477057, 54964.5096105, talking
16580, -9442, 26022, 3584, 5.87477001823, 54130.2256182, talking
17316, -10387, 27703, 3505, 5.8387672943, 55772.2291124, talking
17316, -10387, 27703, 3786, 5.99939477057, 55192.1971074, talking
21685, -11075, 32760, 4043, 6.13623655271, 60842.9161706, talking
21685, -11075, 32760, 3697, 6.05933596346, 59827.4801132, talking
17284, -9955, 27239, 4040, 6.10423655271, 58812.3512749, talking
18964, -9955, 28919, 4420, 6.26291000325, 63603.820482, talking
18964, -7697, 26661, 3678, 6.21897484183, 55727.2517643, talking
16116, -7697, 23813, 3343, 6.03178608844, 53336.4292139, talking
20549, -5794, 26343, 3722, 6.17456548991, 61974.3146237, talking
20949, -11299, 32248, 4011, 6.24407238162, 63415.7035793, talking
20949, -11299, 32248, 3995, 6.1315459399, 60381.6168228, talking
15667, -10146, 25813, 3530, 6.12958503992, 53842.6755729, talking
17188, -9186, 26374, 3309, 6.06235551347, 52329.1169648, talking
17188, -8978, 26166, 3272, 5.92859448012, 51919.8272365, talking
14292, -8995, 23287, 3188, 5.8627672943, 49056.8116465, talking
15827, -13411, 29238, 3358, 6.15379243457, 52521.3942508, talking
15827, -13411, 29238, 3251, 6.14697484183, 52708.134311, talking
17972, -6449, 24421, 3384, 5.85378956824, 52858.3267544, talking
18885, -8770, 27655, 3616, 5.91371924237, 57018.7129712, talking
22086, -8770, 30856, 3812, 5.95939477057, 61180.8044684, talking
22086, -12483, 34569, 4135, 6.0581974527, 66486.8438304, talking
19557, -12483, 32040, 4549, 6.18697484183, 67598.5288333, talking
25911, -17204, 43115, 4541, 6.22999439184, 67419.3858836, talking
25911, -17204, 43115, 3764, 6.03835551347, 61635.613249, talking
19541, -12787, 32328, 3527, 5.98076653843, 59280.9343065, talking
19541, -13955, 33496, 3750, 6.09623655271, 59111.5577678, talking
15027, -13955, 28982, 3699, 6.09925610272, 55892.2963087, talking
12852, -9635, 22487, 3542, 6.19183153459, 52862.4459444, talking
16964, -12548, 29512, 3609, 6.27091000325, 55281.5611599, talking
16964, -12548, 29512, 3575, 6.32064527428, 54474.4558245, talking
16580, -9875, 26455, 3603, 6.37104196311, 55005.3366987, talking
14723, -8866, 23589, 3548, 6.411441425, 52677.7375764, talking
19045, -12931, 31976, 3515, 6.36612404968, 54047.2170494, talking
19045, -12931, 31976, 3642, 6.26676473465, 54624.3836532, talking
16964, -9170, 26134, 3426, 6.31249019393, 52977.7768617, talking
18053, -7345, 25398, 3486, 6.24206423715, 54871.2739304, talking
18053, -9458, 27511, 3768, 6.37076473465, 56629.7534313, talking
23717, -11363, 35080, 3885, 6.3746843743, 60046.337374, talking
23717, -11363, 35080, 3798, 6.31778428466, 61337.3833906, talking
21605, -7313, 28918, 3844, 6.40612404968, 60519.322042, talking
21605, -12643, 34248, 4443, 6.51269359378, 66300.5957718, talking
23269, -12643, 35912, 4207, 6.37664527428, 64750.8125906, talking
25911, -5186, 31097, 4112, 6.10423655271, 61694.118746, talking
25911, -17780, 43691, 4521, 5.91371924237, 63598.0628847, talking
15427, -17780, 33207, 3756, 6.05713867751, 55845.4136616, talking
18436, -8594, 27030, 3118, 6.18093574182, 50660.8363, talking
18436, -13523, 31959, 3297, 6.1900332816, 54058.989113, talking
17844, -13523, 31367, 3614, 6.28506539965, 56470.8930945, talking
18421, -12483, 30904, 3441, 6.26592955326, 55282.5723488, talking
18421, -12483, 30904, 3398, 6.13779243457, 54457.4016808, talking
14019, -8642, 22661, 3712, 6.08680678423, 54597.6601802, talking
15972, -12307, 28279, 3865, 6.08778608844, 57134.2504158, talking
21557, -12803, 34360, 4127, 6.29504468714, 64428.5799035, talking
21557, -12803, 34360, 3934, 6.28206423715, 58817.6313964, talking
19205, -10707, 29912, 3726, 6.23305283161, 55206.7083707, talking
19205, -8754, 27959, 3645, 6.2460332816, 57849.6255926, talking
16708, -9602, 26310, 3416, 6.25207238162, 54522.5346086, talking
13619, -9602, 23221, 3456, 6.09284588425, 53370.2479816, talking
20757, -11714, 32471, 3518, 6.06378608844, 54777.0118747, talking
20757, -11714, 32471, 3820, 6.10084588425, 56630.9614676, talking
21685, -10450, 32135, 3753, 5.83574774429, 58606.2794682, talking
21685, -14420, 36105, 3751, 5.81174774429, 59654.0951873, talking
19924, -14420, 34344, 4109, 6.07533596346, 64516.9463084, talking
19924, -9090, 29014, 3814, 6.00113867751, 56734.1041841, talking
19749, -40730, 60479, 4059, 6.02513867751, 66395.7156927, talking
19749, -40730, 60479, 3848, 6.1155459399, 67498.6829748, talking
15812, -8834, 24646, 3227, 6.15525610272, 52374.8983414, talking
29927, -6065, 35992, 3906, 6.09133596346, 64712.5048712, talking
29927, -14915, 44842, 4017, 6.00241432058, 70762.2867197, talking
19829, -14915, 34744, 3742, 6.10383153459, 60651.377747, talking
14563, -7633, 22196, 3587, 6.30710449967, 52631.5846466, talking
16388, -7089, 23477, 3700, 6.06280678423, 55983.4820182, talking
16980, -8994, 25974, 3930, 5.93357493011, 58207.0725385, talking
16980, -10739, 27719, 3824, 6.18383153459, 57531.3958056, talking
16644, -12643, 29287, 4304, 6.22500558713, 61172.8507566, talking
16644, -12643, 29287, 3984, 6.20297484183, 59446.1543, talking
16084, -11170, 27254, 3245, 6.12179243457, 52595.3149995, talking
17412, -9458, 26870, 3555, 6.19358503992, 53851.3015489, talking
19269, -9458, 28727, 3759, 6.08778608844, 56464.2312506, talking
19269, -13860, 33129, 3626, 6.03374698842, 57894.7461401, talking
14259, -13860, 28119, 4038, 6.30978428466, 59782.895548, talking
19716, -9186, 28902, 3971, 6.33110449967, 60405.9152859, talking
19716, -38057, 57773, 3705, 6.17595529182, 65589.8498141, talking
18901, -38057, 56958, 3561, 6.26802513713, 63959.1018082, talking
25750, -9586, 35336, 3914, 6.29006423715, 61531.7417792, talking
25750, -10498, 36248, 4119, 6.27406423715, 62467.1493215, talking
26614, -10498, 37112, 3633, 6.13925610272, 59832.4771394, talking
26614, -10946, 37560, 3584, 5.99939477057, 58039.0643684, talking
20485, -10946, 31431, 3933, 6.11721700271, 58856.574326, talking
20485, -9682, 30167, 4101, 6.4546843743, 63955.1353379, talking
17733, -9682, 27415, 3883, 6.38514359969, 61688.8034461, talking
15043, -8514, 23557, 3748, 6.27392955326, 57471.9346567, talking
23317, -8834, 32151, 4119, 6.29596865327, 59528.7665914, talking
23317, -10819, 34136, 3644, 6.25207238162, 56807.2547755, talking
19173, -10819, 29992, 3471, 6.23904468714, 53024.7726042, talking
19173, -9890, 29063, 3811, 6.18081198458, 59532.893551, talking
19733, -11571, 31304, 3983, 6.32245109391, 61217.1648762, talking
19733, -12899, 32632, 4081, 6.38212404968, 58788.0603641, talking
20533, -12899, 33432, 3997, 6.49171314378, 58702.70134, talking
20533, -11667, 32200, 4127, 6.55668948418, 60675.8583047, talking
28775, -11667, 40442, 4046, 6.37910449967, 59721.7451821, talking
28775, -10547, 39322, 4319, 6.48886581142, 64539.8037343, talking
23685, -11187, 34872, 4425, 6.63380394329, 67485.5033742, talking
20341, -11187, 31528, 3502, 6.49766993417, 53335.6331992, talking
15491, -17508, 32999, 3300, 6.42442187499, 51760.8800165, talking
15491, -17508, 32999, 3658, 6.47348052501, 58338.5802687, talking
16307, -11298, 27605, 3869, 6.454460975, 61342.5372808, talking
25478, -10738, 36216, 3935, 6.21897484183, 63600.7972346, talking
25478, -15811, 41289, 3983, 5.87069969236, 64432.9741609, talking
20549, -15811, 36360, 3776, 5.86978956824, 61393.0229228, talking
20549, -8562, 29111, 3718, 6.09321700271, 59537.4506513, talking
20117, -8562, 28679, 3952, 6.3900914417, 60521.9790378, talking
