@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE FFT_intensity NUMERIC
@ATTRIBUTE class {talking, chewing}

@DATA
47772, -8738, 56510, 4513, 8.46803990955, 137835.477726, chewing
28199, -11251, 39450, 4545, 7.92799086868, 103617.845182, chewing
54077, -11251, 65328, 4664, 8.50273447348, 136071.319843, chewing
54077, -4721, 58798, 4370, 8.59355285902, 130372.021854, chewing
35144, -6466, 41610, 4066, 7.90111623726, 98327.5076217, chewing
42282, -6466, 48748, 4410, 8.41282962115, 125829.003648, chewing
42282, -5009, 47291, 4569, 8.60419630962, 130923.976467, chewing
54061, -10194, 64255, 4490, 8.31184452722, 134195.026934, chewing
55613, -10194, 65807, 4569, 8.70339738586, 133178.005533, chewing
55613, -5345, 60958, 4413, 8.40895524528, 156146.912909, chewing
28407, -20565, 48972, 4309, 7.95788516089, 105536.847953, chewing
52653, -20565, 73218, 4437, 8.58657192516, 130308.690503, chewing
52653, -14531, 67184, 4434, 8.39393569527, 136019.352003, chewing
32648, -14531, 47179, 4193, 7.91276880961, 99272.6951896, chewing
37577, -5905, 43482, 4652, 8.44069537346, 117195.471136, chewing
37577, -11811, 49388, 4621, 7.95105034906, 123907.111281, chewing
24822, -11811, 36633, 4039, 7.35073407593, 92119.7375075, chewing
39737, -9874, 49611, 4205, 8.35931984614, 113305.156514, chewing
39737, -16596, 56333, 4131, 8.14612262983, 118796.760004, chewing
30007, -16596, 46603, 3921, 7.40534562605, 100476.263826, chewing
38826, -9634, 48460, 4203, 8.15632494117, 111547.317283, chewing
38826, -11986, 50812, 4375, 8.15730539116, 116998.828101, chewing
28887, -11986, 40873, 4432, 8.00190878313, 110474.399822, chewing
35784, -9570, 45354, 4795, 8.54500183694, 116587.217097, chewing
35784, -9634, 45418, 4778, 7.96768466229, 123162.500713, chewing
41130, -9634, 50764, 4537, 7.78423668946, 124224.30524, chewing
41130, -6194, 47324, 4461, 8.42220514846, 114211.917291, chewing
29639, -6658, 36297, 4118, 7.89263095729, 108789.267704, chewing
36744, -18004, 54748, 4149, 7.95985023823, 114301.155537, chewing
36744, -18004, 54748, 4534, 8.4187749606, 117519.019886, chewing
32776, -10627, 43403, 4181, 7.86878575944, 108481.754311, chewing
36136, -9426, 45562, 4295, 7.92385023823, 113993.965547, chewing
36136, -6209, 42345, 4573, 8.22010405758, 110428.417525, chewing
41562, -11778, 53340, 4393, 8.32924498062, 127548.0449, chewing
41562, -11778, 53340, 3937, 8.27025655218, 118854.267961, chewing
51516, -9379, 60895, 4278, 8.46775541059, 125180.814253, chewing
51516, -11059, 62575, 4706, 8.48428473561, 133990.013679, chewing
31112, -11059, 42171, 4158, 7.97834714396, 108479.055262, chewing
43194, -5105, 48299, 4051, 8.45823540964, 114549.427317, chewing
43194, -9298, 52492, 4285, 8.44620514846, 134979.768765, chewing
52812, -9298, 62110, 4547, 8.48273447348, 132770.243973, chewing
52812, -9651, 62463, 4775, 8.64739738586, 134391.77707, chewing
34744, -19364, 54108, 5070, 8.22508450757, 117645.540011, chewing
48204, -19364, 67568, 5052, 8.55700183694, 131896.369144, chewing
48204, -7666, 55870, 4502, 8.47894179364, 123667.401056, chewing
28727, -9010, 37737, 4458, 7.86272970959, 102557.752532, chewing
48604, -9010, 57614, 4618, 8.50485427278, 125023.509958, chewing
48604, -8690, 57294, 4346, 8.35584452722, 133430.799028, chewing
42314, -8850, 51164, 4566, 7.92476880961, 128875.634397, chewing
55101, -8850, 63951, 4734, 8.55949206193, 128666.756631, chewing
55101, -7138, 62239, 4258, 8.22923688442, 141748.519604, chewing
36472, -7138, 43610, 4094, 7.7277967576, 114488.696274, chewing
46364, -2913, 49277, 4255, 8.51685427278, 124626.837198, chewing
46364, -14851, 61215, 3982, 8.37000773099, 131677.574313, chewing
21109, -14851, 35960, 3446, 7.11658166669, 78566.9810474, chewing
24582, -9458, 34040, 3831, 7.24082649766, 90859.3830369, chewing
33784, -9458, 43242, 4542, 8.35544547027, 106934.883634, chewing
33784, -27655, 61439, 4379, 7.86776563654, 113765.27315, chewing
23509, -27655, 51164, 4351, 7.41025714012, 99479.9313782, chewing
39001, -19668, 58669, 4594, 8.46803990955, 119074.23217, chewing
39001, -6978, 45979, 4570, 8.27339866568, 117189.974755, chewing
28919, -6978, 35897, 4377, 7.64634611014, 102521.448247, chewing
37610, -6977, 44587, 4428, 8.29403294493, 114308.161399, chewing
37610, -12115, 49725, 4570, 7.98732759395, 128134.501208, chewing
23797, -12115, 35912, 4110, 6.91641977825, 86450.1407701, chewing
42890, -8434, 51324, 4182, 7.92278518655, 109592.939934, chewing
42890, -9890, 52780, 4629, 8.23160516647, 121470.61653, chewing
27270, -13076, 40346, 4097, 6.99747064392, 91303.6729938, chewing
45371, -13076, 58447, 4296, 7.76983585762, 121295.177169, chewing
45371, -6593, 51964, 4744, 8.51084152391, 122567.912172, chewing
27142, -16756, 43898, 4152, 7.73967356348, 99012.177944, chewing
33465, -16756, 50221, 4036, 7.71852718352, 106461.470791, chewing
33465, -13411, 46876, 4469, 8.29479052113, 117038.96188, chewing
35320, -11506, 46826, 4375, 8.11408611021, 118753.661591, chewing
43258, -9842, 53100, 4051, 8.11528233336, 131522.743785, chewing
49964, -9842, 59806, 4300, 8.60106215016, 127744.531058, chewing
49964, -15572, 65536, 4361, 8.38193569527, 141482.169829, chewing
47404, -15572, 62976, 4628, 8.38128074613, 126168.725107, chewing
47404, -15988, 63392, 4904, 8.65277762789, 128739.93229, chewing
40361, -15988, 56349, 4625, 8.29781007114, 115805.001775, chewing
45467, -8210, 53677, 4737, 8.55386107392, 131257.848901, chewing
45467, -14883, 60350, 4587, 8.40895524528, 138418.781375, chewing
38745, -14883, 53628, 4362, 8.24742877897, 120191.127449, chewing
38745, -8017, 46762, 4320, 8.51378428466, 116039.078583, chewing
30583, -8017, 38600, 3948, 7.96942484216, 101082.878914, chewing
43307, -9074, 52381, 4013, 8.06886424887, 124744.882051, chewing
43307, -9074, 52381, 4261, 8.55683209431, 121320.981359, chewing
38394, -9731, 48125, 4145, 8.18154968456, 115203.311794, chewing
40633, -9731, 50364, 4427, 8.23806770968, 128020.832563, chewing
40633, -3840, 44473, 4460, 8.62503996843, 117923.543469, chewing
33768, -7073, 40841, 3975, 8.09722719113, 100150.328551, chewing
45515, -7073, 52588, 3969, 8.14886035394, 120906.413552, chewing
45515, -5745, 51260, 4098, 8.50296273692, 113124.256984, chewing
