@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE class {rest,clenched}

@DATA
1344, 0, 1344, 193, 193, rest
1360, 0, 1360, 220, 220, rest
1360, 0, 1360, 245, 245, rest
1200, 0, 1200, 250, 250, rest
1200, 0, 1200, 246, 246, rest
1216, 0, 1216, 286, 286, rest
1216, 0, 1216, 241, 241, rest
1104, 0, 1104, 182, 182, rest
1200, 0, 1200, 228, 228, rest
1216, 0, 1216, 221, 221, rest
1376, 0, 1376, 220, 220, rest
1376, 0, 1376, 301, 301, rest
1360, 0, 1360, 312, 312, rest
1328, 0, 1328, 238, 238, rest
1200, 0, 1200, 236, 236, rest
1376, 0, 1376, 267, 267, rest
1376, 0, 1376, 264, 264, rest
960, 0, 960, 168, 168, rest
1136, 0, 1136, 171, 171, rest
1152, 0, 1152, 235, 235, rest
1152, 0, 1152, 213, 213, rest
1248, 0, 1248, 207, 207, rest
1344, 0, 1344, 252, 252, rest
1344, 0, 1344, 261, 261, rest
1264, 0, 1264, 239, 239, rest
1408, 0, 1408, 276, 276, rest
1408, 0, 1408, 277, 277, rest
1360, 0, 1360, 294, 294, rest
1168, 0, 1168, 226, 226, rest
1200, 0, 1200, 219, 219, rest
1424, 0, 1424, 278, 278, rest
1424, 0, 1424, 250, 250, rest
1312, 0, 1312, 237, 237, rest
1312, 0, 1312, 242, 242, rest
1184, 0, 1184, 240, 240, rest
1264, 0, 1264, 240, 240, rest
1264, 0, 1264, 210, 210, rest
1088, 0, 1088, 212, 212, rest
1120, 0, 1120, 251, 251, rest
1120, 0, 1120, 202, 202, rest
1088, 0, 1088, 181, 181, rest
1232, 0, 1232, 233, 233, rest
1232, 0, 1232, 212, 212, rest
1024, 0, 1024, 192, 192, rest
1024, 0, 1024, 196, 196, rest
1024, 0, 1024, 205, 205, rest
1440, 0, 1440, 248, 248, clenched
1440, 0, 1440, 288, 288, clenched
1280, 0, 1280, 220, 220, clenched
1408, 0, 1408, 227, 227, clenched
1408, 0, 1408, 268, 268, clenched
1232, 0, 1232, 250, 250, clenched
1472, 0, 1472, 246, 246, clenched
1472, 0, 1472, 278, 278, clenched
1168, 0, 1168, 283, 283, clenched
1152, 0, 1152, 253, 253, clenched
1360, 0, 1360, 267, 267, clenched
1360, 0, 1360, 257, 257, clenched
1296, 0, 1296, 256, 256, clenched
1296, 0, 1296, 232, 232, clenched
1376, 0, 1376, 230, 230, clenched
1376, 0, 1376, 261, 261, clenched
1312, 0, 1312, 262, 262, clenched
1312, 0, 1312, 239, 239, clenched
1120, 0, 1120, 230, 230, clenched
1296, 0, 1296, 272, 272, clenched
1328, 0, 1328, 254, 254, clenched
1328, 0, 1328, 224, 224, clenched
1248, 0, 1248, 238, 238, clenched
1280, 0, 1280, 260, 260, clenched
1280, 0, 1280, 219, 219, clenched
1216, 0, 1216, 230, 230, clenched
1216, 0, 1216, 274, 274, clenched
1184, 0, 1184, 267, 267, clenched
1312, 0, 1312, 220, 220, clenched
1312, 0, 1312, 216, 216, clenched
1536, 0, 1536, 289, 289, clenched
1536, 0, 1536, 292, 292, clenched
1440, 0, 1440, 248, 248, clenched
1280, 0, 1280, 272, 272, clenched
1216, 0, 1216, 282, 282, clenched
1312, 0, 1312, 220, 220, clenched
1360, 0, 1360, 231, 231, clenched
1360, 0, 1360, 271, 271, clenched
1168, 0, 1168, 279, 279, clenched
1168, 0, 1168, 245, 245, clenched
1248, 0, 1248, 244, 244, clenched
1248, 0, 1248, 294, 294, clenched
1232, 0, 1232, 283, 283, clenched
1168, 0, 1168, 247, 247, clenched
1408, 0, 1408, 265, 265, clenched
1408, 0, 1408, 321, 321, clenched
1312, 0, 1312, 274, 274, clenched
1280, 0, 1280, 269, 269, clenched
1312, 0, 1312, 317, 317, clenched
1312, 0, 1312, 311, 311, clenched
1280, 0, 1280, 270, 270, clenched
1136, 0, 1136, 245, 245, clenched
1376, 0, 1376, 297, 297, clenched
1376, 0, 1376, 303, 303, clenched
1376, 0, 1376, 276, 276, clenched
1328, 0, 1328, 299, 299, clenched
1152, 0, 1152, 310, 310, clenched
1104, 0, 1104, 241, 241, clenched
1344, 0, 1344, 254, 254, clenched
1344, 0, 1344, 320, 320, clenched
1568, 0, 1568, 327, 327, clenched
1568, 0, 1568, 274, 274, clenched
1440, 0, 1440, 285, 285, clenched
1440, 0, 1440, 301, 301, clenched
1088, 0, 1088, 271, 271, clenched
1168, 0, 1168, 268, 268, clenched
1168, 0, 1168, 261, 261, clenched
1424, 0, 1424, 286, 286, clenched
1424, 0, 1424, 262, 262, clenched
1184, 0, 1184, 281, 281, clenched
1472, 0, 1472, 337, 337, clenched
1472, 0, 1472, 337, 337, clenched
1232, 0, 1232, 297, 297, clenched
1280, 0, 1280, 290, 290, clenched
1296, 0, 1296, 352, 352, clenched
1296, 0, 1296, 309, 309, clenched
1424, 0, 1424, 299, 299, clenched
1424, 0, 1424, 329, 329, clenched
6049, 0, 6049, 491, 491, clenched
6049, 0, 6049, 463, 463, clenched
1424, 0, 1424, 304, 304, clenched
1424, 0, 1424, 360, 360, clenched
1344, 0, 1344, 335, 335, clenched
1200, 0, 1200, 290, 290, clenched
1232, 0, 1232, 286, 286, clenched
1232, 0, 1232, 267, 267, clenched
1200, 0, 1200, 257, 257, clenched
1136, 0, 1136, 271, 271, clenched
1360, 0, 1360, 294, 294, clenched
1376, 0, 1376, 334, 334, clenched
1376, 0, 1376, 299, 299, clenched
1280, 0, 1280, 284, 284, clenched
1376, 0, 1376, 376, 376, clenched
1376, 0, 1376, 360, 360, clenched
1440, 0, 1440, 302, 302, clenched
1440, 0, 1440, 290, 290, clenched
1312, 0, 1312, 294, 294, clenched
1312, 0, 1312, 310, 310, clenched
1296, 0, 1296, 312, 312, clenched
1296, 0, 1296, 298, 298, clenched
1248, 0, 1248, 271, 271, clenched
1248, 0, 1248, 241, 241, clenched
1488, 0, 1488, 276, 276, clenched
1728, 0, 1728, 380, 380, clenched
1728, 0, 1728, 373, 373, clenched
1280, 0, 1280, 251, 251, clenched
1408, 80, 1328, 262, 262, clenched
1408, 112, 1296, 317, 317, clenched
1376, 32, 1344, 279, 279, clenched
1408, 32, 1376, 291, 291, clenched
1648, 32, 1616, 322, 322, clenched
1648, 80, 1568, 334, 334, clenched
1168, 0, 1168, 321, 321, clenched
1552, 0, 1552, 364, 364, clenched
1552, 0, 1552, 413, 413, clenched
1248, 0, 1248, 384, 384, clenched
1248, 0, 1248, 312, 312, clenched
1088, 0, 1088, 358, 358, clenched
