@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE class {talking, chewing, swallow}

@DATA
5345, 4625, 720, 24, 4.84613118865, chewing
4913, 4577, 336, 23, 4.03673830852, chewing
5041, 4529, 512, 24, 4.6352899272, chewing
6129, 4529, 1600, 30, 5.91095573582, chewing
6209, 4945, 1264, 32, 5.6628717111, chewing
6209, 5489, 720, 34, 5.30623764911, chewing
6625, 5521, 1104, 37, 5.68549617215, chewing
6625, 5121, 1504, 35, 6.07985732546, chewing
6097, 5121, 976, 30, 5.65352239716, chewing
5665, 4321, 1344, 25, 5.98289102578, chewing
5585, 4064, 1521, 23, 5.9924064484, chewing
6689, 4064, 2625, 31, 6.44983625968, chewing
6689, 3936, 2753, 31, 6.82765318721, chewing
7649, 3936, 3713, 38, 6.7425053613, chewing
7649, 4257, 3392, 37, 6.86141841065, chewing
6225, 4577, 1648, 26, 6.20349965419, chewing
6881, 4577, 2304, 33, 6.33362572336, chewing
6881, 4577, 2304, 30, 6.52987129931, chewing
8370, 4545, 3825, 34, 6.55006925997, chewing
8370, 4545, 3825, 37, 6.7424020351, chewing
8274, 6273, 2001, 22, 5.79463136369, chewing
7233, 6273, 960, 17, 5.28441880906, chewing
7601, 6529, 1072, 19, 5.38652892784, chewing
7601, 6817, 784, 18, 5.23879664375, chewing
9266, 6801, 2465, 25, 5.68303393585, chewing
9570, 6801, 2769, 35, 6.44268057881, chewing
9570, 6465, 3105, 29, 6.68308634941, chewing
7969, 6465, 1504, 28, 6.07627093765, chewing
7969, 6705, 1264, 31, 5.87678470158, chewing
7889, 6369, 1520, 24, 6.12309732526, chewing
7137, 6097, 1040, 19, 5.35197579329, chewing
8690, 6097, 2593, 29, 5.72750064552, chewing
8690, 6337, 2353, 30, 6.64310278383, chewing
7953, 5793, 2160, 17, 6.46666145396, chewing
6385, 5665, 720, 14, 4.76373428317, chewing
5857, 5665, 192, 16, 3.11587900721, chewing
5873, 5665, 208, 18, 3.12278577553, chewing
5889, 5633, 256, 16, 3.49239209524, chewing
5889, 5633, 256, 16, 3.63957705917, chewing
5857, 5569, 288, 17, 3.87239612431, chewing
5793, 5537, 256, 16, 3.70962703602, chewing
