@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE class {talking, chewing, swallow}

@DATA
7217, 6305, 912, 20, 4.80137884925, swallow
7793, 6337, 1456, 23, 5.74298761296, swallow
8065, 7169, 896, 23, 5.28221424565, swallow
8354, 7777, 577, 22, 4.76249795842, swallow
8354, 7841, 513, 24, 4.48056081709, swallow
8210, 7617, 593, 21, 4.91485669829, swallow
8049, 7489, 560, 19, 4.72990001702, swallow
7713, 7489, 224, 18, 3.46725642748, swallow
7809, 7505, 304, 15, 4.07742277059, swallow
8258, 7585, 673, 18, 4.95049997436, swallow
8306, 7745, 561, 22, 4.76510059687, swallow
11906, 7761, 4145, 42, 6.28753923807, swallow
12467, 8370, 4097, 55, 6.25975717372, swallow
12467, 10002, 2465, 45, 6.61915039913, swallow
11618, 8530, 3088, 31, 6.80918949915, swallow
10034, 7729, 2305, 21, 6.37122320477, swallow
8482, 7521, 961, 17, 5.18410234096, swallow
7969, 7489, 480, 19, 4.38514454335, swallow
8226, 7489, 737, 18, 5.05275573168, swallow
11474, 7937, 3537, 36, 5.50470588612, swallow
11954, 7937, 4017, 53, 6.40738217769, swallow
11954, 9714, 2240, 44, 6.53889067287, swallow
10770, 8290, 2480, 30, 6.58224563503, swallow
9938, 7521, 2417, 20, 6.50682662314, swallow
8290, 7265, 1025, 16, 5.40417652012, swallow
7665, 7265, 400, 16, 4.38940309886, swallow
8194, 7441, 753, 19, 4.78601091512, swallow
8194, 7585, 609, 20, 4.87955554137, swallow
9522, 7729, 1793, 27, 5.65804357239, swallow
12291, 7873, 4418, 46, 6.77357481072, swallow
12291, 9442, 2849, 54, 6.42064778751, swallow
12210, 8498, 3712, 40, 6.85603849878, swallow
10226, 7489, 2737, 27, 6.73849121099, swallow
8498, 7233, 1265, 21, 5.73993552549, swallow
7825, 7233, 592, 17, 4.69081477943, swallow
8001, 7265, 736, 19, 5.11808419347, swallow
8001, 7329, 672, 18, 5.18577959608, swallow
8194, 7329, 865, 19, 5.39567032745, swallow
8194, 3760, 4434, 34, 5.97711165202, swallow
4721, 3760, 961, 15, 5.53882181168, swallow
4673, 3712, 961, 16, 5.59227477242, swallow
4080, 3696, 384, 16, 4.15920451606, swallow
3920, 3696, 224, 15, 3.4015541284, swallow
4080, 3696, 384, 15, 4.37933907996, swallow
4193, 3888, 305, 17, 3.77195131312, swallow
4193, 3872, 321, 17, 3.77328238939, swallow
4561, 3872, 689, 17, 4.70532517316, swallow
5601, 3888, 1713, 22, 5.96615681206, swallow
7281, 4289, 2992, 33, 6.42938266155, swallow
12883, 5569, 7314, 68, 7.08198842291, swallow
12883, 7233, 5650, 78, 7.0524128345, swallow
15155, 8578, 6577, 80, 6.75873678694, swallow
15155, 9330, 5825, 93, 6.99947166098, swallow
15075, 6705, 8370, 75, 7.26362806105, swallow
12851, 5665, 7186, 48, 7.13699382261, swallow
6737, 5617, 1120, 31, 5.72240215798, swallow
6369, 5425, 944, 33, 5.49619763477, swallow
6705, 5425, 1280, 38, 5.70601945946, swallow
6705, 5713, 992, 37, 5.47592784698, swallow
6593, 5617, 976, 35, 5.10204423367, swallow
6881, 5617, 1264, 38, 5.50623422065, swallow
7473, 5665, 1808, 41, 6.07659537395, swallow
7473, 6129, 1344, 36, 6.02196113552, swallow
6721, 4993, 1728, 30, 6.20973222401, swallow
6257, 4545, 1712, 26, 6.22384634961, swallow
5249, 4545, 704, 26, 5.1369882197, swallow
5505, 4769, 736, 27, 5.04701489211, swallow
8033, 4801, 3232, 38, 5.63421160863, swallow
14195, 4801, 9394, 79, 7.13307202264, swallow
14195, 8338, 5857, 93, 7.19616977269, swallow
13107, 8610, 4497, 70, 6.88451616069, swallow
12291, 6241, 6050, 55, 7.24311112266, swallow
8802, 4977, 3825, 36, 6.9894074348, swallow
6257, 4785, 1472, 28, 5.9422015471, swallow
6097, 4785, 1312, 31, 5.68667603456, swallow
11826, 4945, 6881, 57, 6.81743256096, swallow
15075, 5297, 9778, 91, 7.24049103453, swallow
15779, 11522, 4257, 96, 6.97211669881, swallow
