@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE class {talking, drink, swallow}

@DATA
5537, 5425, 112, 17, 2.33645202588, talking
5537, 5425, 112, 16, 2.26717748718, talking
5569, 5425, 144, 13, 1.98982210526, talking
5569, 5457, 112, 10, 1.90876692217, talking
5505, 5441, 64, 11, 1.88488617212, talking
5505, 5425, 80, 13, 2.01529490813, talking
5505, 5425, 80, 14, 2.02914736165, talking
5505, 5425, 80, 14, 1.99439456159, talking
5537, 5393, 144, 16, 2.31832783457, talking
5537, 5393, 144, 15, 2.37353126839, talking
5585, 5457, 128, 14, 2.64085657551, talking
5649, 5473, 176, 14, 2.87917645844, talking
5649, 5521, 128, 13, 2.41793321364, talking
5633, 5505, 128, 13, 2.29424009407, talking
5601, 5489, 112, 13, 2.15143198078, talking
5569, 5441, 128, 12, 2.44968174534, talking
5553, 5409, 144, 13, 2.73199848781, talking
5825, 5409, 416, 14, 3.64403269135, talking
5985, 5681, 304, 12, 3.90143971556, talking
5985, 5777, 208, 12, 3.46561796064, talking
5985, 5873, 112, 14, 2.67514955691, talking
5985, 5873, 112, 15, 2.67566961091, talking
5985, 5889, 96, 16, 2.13883734843, talking
6017, 5889, 128, 16, 2.15256366559, talking
6017, 5905, 112, 15, 2.26665905182, talking
6017, 5905, 112, 15, 2.55465587958, talking
6017, 5905, 112, 14, 2.36438952295, talking
6001, 5905, 96, 14, 2.35779441273, talking
6017, 5937, 80, 14, 2.05105577691, talking
6049, 5937, 112, 16, 2.49342737738, talking
6049, 5937, 112, 15, 2.54602136704, talking
6001, 5921, 80, 14, 1.87079911983, talking
6001, 5921, 80, 14, 1.97923365046, talking
6017, 5921, 96, 13, 2.11678568643, talking
6017, 5905, 112, 16, 2.17016978063, talking
6001, 5905, 96, 15, 2.18125722234, talking
6033, 5921, 112, 13, 2.08963422569, talking
6033, 5937, 96, 12, 1.91566252369, talking
6017, 5889, 128, 11, 2.31507820137, talking
5985, 5697, 288, 13, 3.88204074643, talking
5905, 5697, 208, 14, 3.36584186752, talking
5953, 5713, 240, 15, 3.39959915902, talking
5953, 5777, 176, 16, 2.73159458829, talking
5937, 5841, 96, 14, 2.15403566096, talking
5937, 5825, 112, 14, 2.29793381289, talking
5937, 5809, 128, 16, 2.58551707918, talking
5905, 5809, 96, 16, 2.39522802447, talking
5921, 5809, 112, 14, 2.58470297068, talking
5937, 5841, 96, 13, 2.06986946765, talking
5937, 5825, 112, 13, 2.16843049026, talking
5921, 5825, 96, 12, 2.21745500907, talking
5889, 5809, 80, 13, 2.13342540052, talking
5905, 5809, 96, 12, 2.27852927139, talking
5905, 5841, 64, 12, 1.90045768896, talking
5921, 5777, 144, 14, 2.15955512315, talking
6129, 5777, 352, 15, 3.82485955267, talking
6129, 5697, 432, 15, 4.56780497857, talking
5921, 5681, 240, 14, 3.32511588178, talking
5825, 5681, 144, 13, 2.86761171103, talking
5825, 5697, 128, 13, 2.56575553422, talking
5985, 5745, 240, 13, 3.04606954339, talking
6113, 5745, 368, 15, 4.06958820821, talking
6993, 5905, 1088, 19, 5.05533779651, talking
6993, 6097, 896, 19, 5.25432051628, talking
6849, 5841, 1008, 15, 5.63932345541, talking
6257, 5793, 464, 13, 4.12869598297, talking
5873, 5761, 112, 13, 2.65133683256, talking
5873, 5729, 144, 13, 2.81596343905, talking
5825, 5697, 128, 12, 2.31823647063, talking
5825, 5697, 128, 12, 2.38226333736, talking
5809, 5697, 112, 13, 2.27555949976, talking
5809, 5649, 160, 14, 3.00748355177, talking
5793, 5649, 144, 14, 2.61800907098, talking
5793, 5681, 112, 14, 2.06450068413, talking
5793, 5665, 128, 14, 2.44703318539, talking
5761, 5649, 112, 16, 2.54495677843, talking
5777, 5649, 128, 15, 2.33111726376, talking
5777, 5633, 144, 13, 2.70613176672, talking
5745, 5633, 112, 13, 2.14557885504, talking
5825, 5633, 192, 13, 3.36413436997, talking
5857, 5665, 192, 14, 3.07303221396, talking
5857, 5761, 96, 14, 2.11504208372, talking
5921, 5713, 208, 16, 2.64756261421, talking
5921, 5713, 208, 16, 3.39028174323, talking
5921, 5793, 128, 13, 2.96776857276, talking
5889, 5777, 112, 14, 2.40708007053, talking
5921, 5777, 144, 15, 2.57123179234, talking
5921, 5729, 192, 15, 3.00097912747, talking
5937, 5729, 208, 14, 3.28442162754, talking
7681, 5745, 1936, 23, 5.37843309562, talking
7681, 5889, 1792, 23, 6.29647723713, talking
7105, 5825, 1280, 16, 5.53467518441, talking
7169, 5825, 1344, 19, 4.49599197312, talking
7201, 5873, 1328, 21, 5.86613978149, talking
7201, 5905, 1296, 20, 5.52562614044, talking
7233, 5905, 1328, 24, 4.61243602121, talking
7473, 6129, 1344, 25, 5.57818170819, talking
7473, 5409, 2064, 24, 5.62643134895, talking
5713, 5409, 304, 14, 3.78845852112, talking
5713, 5393, 320, 13, 4.10780811622, talking
5569, 5393, 176, 12, 3.13686454225, talking
5521, 5393, 128, 13, 2.50709703561, talking
5521, 5457, 64, 14, 1.81113401388, talking
5537, 5457, 80, 13, 1.98088860764, talking
5537, 5441, 96, 13, 2.02448827286, talking
5553, 5441, 112, 14, 2.35634612725, talking
5553, 5441, 112, 16, 2.23564430886, talking
5553, 5457, 96, 19, 2.42152773356, talking
5553, 5457, 96, 16, 2.31536092033, talking
5569, 5473, 96, 12, 2.33809741763, talking
5601, 5489, 112, 12, 1.96267396895, talking
5601, 5521, 80, 11, 1.87222215496, talking
5617, 5537, 80, 11, 1.8576604679, talking
5617, 5505, 112, 14, 1.99069729988, talking
5633, 5505, 128, 17, 2.26376820253, talking
5633, 5521, 112, 16, 2.36970512031, talking
5617, 5521, 96, 15, 2.2502080083, talking
5601, 5521, 80, 14, 2.18453638204, talking
5601, 5521, 80, 14, 2.16570687277, talking
5601, 5521, 80, 15, 2.00384427751, talking
5617, 5521, 96, 14, 2.11485658478, talking
5617, 5521, 96, 13, 1.98759179747, talking
5617, 5521, 96, 12, 2.10180181126, talking
5617, 5521, 96, 11, 2.07704467108, talking
5633, 5537, 96, 11, 2.16412247471, talking
5633, 5569, 64, 11, 1.80022278228, talking
5665, 5569, 96, 12, 2.04902708215, talking
5665, 5553, 112, 13, 2.26586895871, talking
5681, 5537, 144, 15, 2.51225778887, talking
5697, 5537, 160, 14, 2.66566477857, talking
5697, 5601, 96, 11, 1.92885898753, talking
